UGB,157.74,57.4253,6783.55
RDV,157.35,61.7881,6773.67
AK64,157.392,60.8678,6770.88
DCK,156.905,66.9433,6769.27
OBU,156.897,66.9122,6768.15
KEK,157.471,59.3569,6767.94
PNP,157.572,57.5803,6766.01
99AK,157.152,62.5992,6758.35
KNW,157.373,59.4517,6757.79
GAL,156.938,64.7361,6752.93
SLQ,157.166,61.7006,6752.51
EII,157.376,58.1856,6748.62
JZZ,157.259,59.7267,6747.28
9A8,157.396,57.5233,6746.1
HDH,158.197,21.5795,6745.61
1KC,156.843,64.4244,6739.76
JRF,158.07,21.3074,6732.16
HHI,158.04,21.4847,6728.33
NPS,157.96,21.3649,6719.72
76Z,157.047,58.9275,6717.69
HNL,157.923,21.3187,6715.7
AK60,157.097,57.885,6715.52
5NK,157.02,58.7328,6713.22
5KO,157.011,58.87,6713.2
4AK9,157.007,58.7342,6711.81
WSN,157.002,58.7022,6711.05
9Z7,156.932,58.9625,6705.2
9Z8,156.859,59.1281,6698.28
NGF,157.768,21.4504,6698.22
HLA,156.351,65.6978,6696.59
Z17,156.53,63.1461,6694.04
SRV,156.589,61.7897,6689.26
A77,156.367,63.0019,6674.79
AKN,156.649,58.6764,6671.61
Z48,156.144,63.5717,6654.92
HI49,157.259,21.1479,6642.32
TCT,156.068,62.9928,6641.59
KCR,155.989,63.5678,6637.71
TLJ,155.977,62.8944,6630.61
2AK6,155.669,66.2161,6625.77
MKK,157.096,21.1529,6624.24
LUP,156.974,21.211,6610.48
LNY,156.951,20.7856,6609.09
IGG,155.902,59.3242,6593.66
RBY,155.47,64.7272,6590.29
MCG,155.606,62.9528,6589.98
JHM,156.673,20.9629,6577.7
SVW,155.574,61.0975,6571.22
2AK,155.441,61.3592,6558.52
OGG,156.431,20.8986,6550.91
37AK,155.259,59.3611,6522.67
KOA,156.046,19.7388,6511.28
HNM,156.014,20.7956,6504.91
LKK,155.121,58.9819,6504.55
AK40,154.76,63.2292,6498.66
HI13,155.85,19.7886,6489.39
UPP,155.86,20.2652,6489.17
ILI,154.918,59.7556,6487.88
5NN,154.839,59.9803,6480.91
9K2,154.803,59.4333,6472.62
HUS,154.265,66.0392,6468.6
MUE,155.668,20.0013,6468.57
HI25,155.578,19.1228,6461.15
BSF,155.554,19.76,6456.56
HI29,155.509,19.2275,6453.19
FSP,154.358,63.0186,6452.33
HI05,155.502,20.0836,6449.9
HI28,155.469,19.2161,6448.69
HI27,155.388,20.0283,6437.37
AK51,154.325,60.1986,6425.58
TPO,154.319,60.2044,6424.98
KYK,154.454,57.5661,6420.07
HI23,155.108,19.5475,6407.66
UTO,153.704,65.9928,6406.11
AK71,153.242,70.9108,6402.51
ITO,155.048,19.7202,6400.48
4K0,154.124,59.7897,6400.13
FWL,153.894,62.5067,6396.53
AKK,154.183,56.9386,6385.48
4AK1,153.077,70.0039,6375.15
2A3,153.977,57.535,6366.92
TNW,153.611,62.5317,6365.44
8KA,153.362,62.2933,6335.83
2K5,153.269,63.3939,6334.84
6A8,152.622,66.5519,6291.47
6R7,153.27,57.2181,6286.23
AK18,153.081,59.8286,6284.8
UMT,152.135,69.3711,6264.6
6AK,152.718,62.0842,6262.69
ORI,152.846,57.8853,6244.09
1AK1,152.016,67.3728,6232.09
MHM,152.302,63.8861,6231.99
TAL,152.109,65.1744,6222.1
01A,152.27,62.9436,6220.34
AKP,151.743,68.1336,6209.17
4K5,152.501,57.9228,6206.05
ADQ,152.494,57.75,6204.05
KDK,152.374,57.8058,6191.15
3AK5,152.162,60.5889,6188.94
7AK0,151.81,64.6475,6184.22
BTT,151.529,66.9139,6173.87
KEB,151.925,59.3522,6153.02
5AK0,151.799,60.8156,6150.53
AK00,151.863,59.7967,6149.59
AQT,151.006,70.21,6148.04
AK07,151.877,59.2411,6146.84
AK15,150.945,70.3442,6142.66
PGM,151.832,59.3483,6142.62
AK20,150.887,70.4206,6137.02
00AK,151.696,59.8561,6131.56
SOV,151.704,59.4425,6129.21
NIN,151.589,60.0203,6120.99
AK80,151.178,65.1017,6118.26
1AK6,151.408,61.8528,6115.71
5Z7,151.573,59.4689,6114.9
9AK3,151.449,61.0139,6113.34
1AK8,151.387,61.6769,6111.86
4Z9,151.523,59.4522,6109.14
2AK4,151.512,59.47,6108.17
HOM,151.477,59.6456,6105.56
3AK4,151.34,60.6325,6098.2
75AK,151.328,60.5931,6096.57
AK73,151.302,60.7253,6094.76
8AK2,151.294,60.7025,6093.69
SKW,151.191,61.9653,6092.61
6AK3,151.278,60.7294,6092.12
30AK,151.26,60.5028,6088.3
5KS,151.263,60.3533,6087.42
ENA,151.245,60.5733,6087.17
52AK,151.246,60.5058,6086.82
5Z5,150.994,63.5417,6084.13
22AK,150.403,70.4283,6083.59
TYE,151.138,61.0767,6079.41
AK17,151.223,59.7636,6078.4
7AK3,151.166,60.4764,6077.68
3AK9,151.036,61.9419,6075.21
PPC,150.644,66.8142,6074.92
98AK,151.182,59.7758,6073.88
33AK,150.945,62.5172,6069.98
BLG,151.044,61.1722,6069.75
SXQ,151.038,60.475,6063.51
MLY,150.644,64.9975,6058.27
46AK,151.03,59.7383,6056.77
70AK,150.96,60.5178,6055.14
53AK,150.939,60.5344,6053
7AK5,150.936,60.5036,6052.36
7AK6,150.929,60.4778,6051.37
0AK7,150.959,59.7761,6049.16
88AK,150.868,60.5403,6045.17
40AK,150.843,60.5553,6042.45
AK84,150.831,60.5294,6040.95
PCK,150.286,67.2378,6039.36
AK55,150.802,60.4892,6037.4
0AK2,150.679,61.7256,6033.81
1AK4,150.752,60.5242,6032.2
CXF,150.204,67.2522,6030.4
AK72,150.601,61.7047,6025.05
WSM,150.123,67.4044,6022.87
AK01,150.625,60.5289,6018.14
78AK,150.526,61.7331,6016.98
0AK3,150.494,62.0358,6015.93
AK05,150.599,60.5411,6015.38
2Z2,150.221,65.1758,6012.99
Z90,150.329,63.7486,6012.34
RMP,150.141,65.5078,6007.17
3AK7,150.339,61.7656,5996.51
UBW,149.597,70.3308,5993.55
81AK,150.236,62.5678,5991.85
3AK3,150.221,62.5639,5990.1
8AK6,150.262,61.3719,5984.77
3AK1,150.196,61.7189,5980.27
FVM,149.84,65.9269,5977.72
AK44,150.116,62.3189,5976.45
TKA,150.094,62.3206,5973.97
6AK5,150.161,61.1683,5971.84
AK90,150.116,61.7447,5971.6
AK08,150.106,61.79,5970.92
02AK,150.098,61.8769,5970.72
AK10,150.109,61.7172,5970.68
51AK,150.066,62.2422,5970.23
AK39,150.18,60.6972,5970.18
AK36,150.122,61.4361,5969.78
AK69,150.098,61.7294,5969.5
AK19,150.064,62.1739,5969.48
21AK,150.069,62.0717,5969.15
5CD,149.58,68.0656,5969.13
50AK,150.116,61.3806,5968.65
44AK,150.102,61.5333,5968.4
AK67,150.073,61.7386,5966.81
25AK,150.063,61.7122,5965.54
AK14,150.083,61.3533,5964.7
AK68,150.054,61.7203,5964.62
UUO,150.052,61.7542,5964.6
20K,149.762,65.3539,5963.86
GBH,149.49,68.4797,5963.24
36AK,150.067,61.3433,5962.87
0AK9,150.059,61.3325,5961.95
64AK,150.026,61.44,5959.17
49AK,149.977,62.0244,5958.59
AA00,149.927,62.5103,5957.09
ANC,149.996,61.1744,5953.7
6AK2,149.982,61.2514,5952.76
2AK0,149.975,61.2558,5951.96
63AK,149.938,61.5844,5950.61
Z41,149.965,61.1869,5950.36
AK86,149.911,61.5736,5947.56
13AK,149.9,61.6547,5946.97
20AK,149.896,61.5039,5945.29
AA30,149.871,61.6481,5943.68
AK29,149.852,61.6125,5941.32
09AK,149.847,61.5894,5940.58
AK89,149.837,61.6569,5940
Z40,149.846,61.3944,5938.8
AK12,149.864,61.1067,5938.5
9AK7,149.817,61.5897,5937.2
MRI,149.844,61.2136,5937.18
BGQ,149.814,61.5361,5936.45
2AK7,149.752,62.3075,5936.05
9AK5,149.819,61.1164,5933.56
AA06,149.806,61.2897,5933.56
EDF,149.806,61.2514,5933.28
AK95,149.779,61.5703,5932.89
AA33,149.77,61.6042,5932.15
AK85,149.764,61.4822,5930.47
CSR,149.781,61.1586,5929.66
79AK,149.744,61.4819,5928.25
08AK,149.724,61.5697,5926.81
AK16,149.715,61.5233,5925.39
24AK,149.707,61.6158,5925.25
89AK,149.706,61.5594,5924.64
55AK,149.699,61.4958,5923.43
6AK9,149.683,61.6333,5922.7
8AK8,149.683,61.63,5922.67
9AK8,149.682,61.6247,5922.59
10AK,149.678,61.5919,5921.83
6AK8,149.669,61.6181,5921.1
67AK,149.67,61.5347,5920.5
38AK,149.668,61.5625,5920.48
9AK6,149.648,61.6242,5918.83
51Z,149.37,65.1436,5918.53
JLA,149.719,60.4828,5917.36
6AK7,149.635,61.5747,5916.95
41AK,149.64,61.5008,5916.86
FRN,149.655,61.2625,5916.56
AK27,149.624,61.6425,5916.34
7AK8,149.615,61.6211,5915.12
AK25,149.615,61.6175,5915.05
AK83,149.609,61.6272,5914.55
56AK,149.606,61.575,5913.78
77AK,149.596,61.5028,5911.99
43AK,149.579,61.6008,5910.98
06AK,149.575,61.6275,5910.77
5HO,149.624,60.9042,5910.23
AK79,149.566,61.5936,5909.51
AK47,149.563,61.5856,5909.1
AK58,149.549,61.54,5907.12
IYS,149.539,61.5719,5906.34
47AK,149.532,61.2925,5903.27
7AK4,149.504,61.6725,5903.24
BCV,149.508,61.4161,5901.61
71AK,149.496,61.5278,5901.21
42AK,149.485,61.5689,5900.28
5AK5,149.462,61.6572,5898.43
5AK8,149.433,61.6314,5894.99
AK24,149.439,61.4181,5893.97
4AK2,149.424,61.5581,5893.46
AK11,148.682,70.4017,5893.07
SVS,149.054,66.0169,5891.61
3AK8,149.392,61.6625,5890.75
CLF,149.186,64.2569,5890.22
65AK,149.369,61.5606,5887.32
AK65,149.351,61.5981,5885.64
16AK,149.347,61.5992,5885.24
59AK,149.341,61.6317,5884.81
58AK,149.34,61.5525,5884.05
Z84,149.12,64.3011,5883.3
AK54,149.326,61.5933,5882.88
0AK1,149.322,61.6169,5882.59
SWD,149.419,60.1269,5881.28
23AK,149.311,61.5942,5881.2
ENN,149.074,64.5472,5880.39
3AK6,149.302,61.5931,5880.23
87AK,149.288,61.6517,5879.18
4AK6,149.289,61.6408,5879.16
34AK,149.289,61.625,5878.99
3AK2,149.287,61.6275,5878.8
9Z9,149.37,60.4111,5878.16
AK93,149.274,61.6553,5877.58
5AK6,149.268,61.5569,5876.18
UMM,149.127,63.3314,5875.58
97AK,149.254,61.6639,5875.44
14AK,149.248,61.6025,5874.32
39AK,149.236,61.5861,5872.85
82AK,149.191,61.6167,5868.16
05AK,149.188,61.6686,5868.15
5AK9,149.19,61.5486,5867.47
SCC,148.465,70.1947,5866.99
HRR,148.969,63.8675,5862.73
AK63,149.143,61.5886,5862.51
AK50,149.144,61.5544,5862.43
83AK,148.83,65.2564,5859.82
TTW,148.956,63.3911,5857.1
PAQ,149.089,61.595,5856.59
AQY,149.126,60.9661,5855.55
INR,148.911,63.7325,5855.09
AA05,149.078,61.5078,5854.73
7AK9,149.049,61.6469,5852.59
2Z3,148.863,64.0419,5852.56
AK46,149.043,61.6289,5851.85
AK88,149.04,61.6047,5851.32
AK92,149.029,61.6381,5850.33
AK1,149.018,61.5303,5848.21
AK53,148.997,61.5822,5846.32
AK61,148.907,62.6997,5845.82
15AK,148.85,63.3706,5845.26
A13,148.999,61.3414,5844.56
4AK,148.669,65.4725,5843.96
WCR,148.483,67.5044,5842.44
AK06,148.798,63.645,5841.87
JVM,148.928,61.7314,5839.91
AK66,148.804,61.4631,5823.99
9AK,148.522,64.0256,5814.67
IEM,148.722,60.7772,5809.24
48AK,148.493,61.7931,5792.2
AK59,148.352,61.7911,5776.59
32AK,147.914,64.9092,5755.24
AK28,147.919,64.8139,5754.9
AK7,147.928,64.1989,5750.37
FAI,147.859,64.8156,5748.27
MTF,147.762,64.8067,5737.56
0AK6,147.944,61.8033,5731.56
C05,147.992,60.0772,5722.77
28AK,147.859,61.8089,5722.21
FBK,147.614,64.8375,5721.44
AK52,147.536,64.8889,5713.19
WBQ,147.407,66.3622,5712.5
2AK2,147.564,64.4533,5712.36
AK22,147.522,64.8217,5711.04
AK78,147.031,70.1375,5707.81
31AK,147.425,64.8328,5700.4
0Z2,147.532,63.1081,5697
95Z,147.388,64.7592,5695.66
5AK2,147.348,64.7306,5690.97
5AK3,147.334,64.7731,5689.82
2AK1,147.364,64.3636,5689.45
AA76,147.329,64.7694,5689.28
8AK7,146.836,70.1728,5686.67
SMU,147.507,61.8119,5683.2
EIL,147.101,64.6656,5663.11
Z86,147.179,63.0267,5657.18
0AK0,146.862,64.3925,5634.18
AK41,146.844,64.5439,5633.55
AA50,146.35,70.1811,5633.06
VEE,146.366,67.0086,5603.54
7KA,146.691,60.8725,5585.07
Z55,146.579,62.2936,5584.55
2AK5,146.584,60.4817,5570.06
Z14,146.461,62.0647,5569.45
AK13,146.048,65.0519,5549.99
VDZ,146.248,61.1339,5538.18
Z91,145.824,66.2739,5536.61
MDO,146.307,59.45,5531.15
ARC,145.579,68.1147,5527.2
1AK2,146.013,62.4008,5522.78
AK97,146.146,60.4231,5521.02
9AK4,145.83,64.1372,5517.7
5BK,145.861,63.5353,5515.73
AK30,146.097,60.3911,5515.41
AA22,145.804,64.1328,5514.79
D66,145.717,64.0506,5504.41
BIG,145.72,63.995,5504.22
AK09,145.502,64.0497,5480.6
11AK,145.502,63.9997,5480.16
K55,145.688,61.1772,5476.51
45AK,145.47,63.9619,5476.26
FYU,145.251,66.5714,5475.97
CKU,145.727,60.5439,5475.58
PXK,145.501,63.0244,5471.4
29AK,145.419,64.0497,5471.39
AK77,145.422,63.9414,5470.79
GKN,145.454,62.155,5458.81
8AK1,145.363,62.2803,5449.73
CDV,145.477,60.4917,5447.55
Z93,145.294,61.9411,5439.26
76AK,144.921,64.4675,5420.02
CEM,144.781,65.5739,5414.66
CHP,144.611,65.4856,5395.03
GSN,145.729,15.119,5381.44
CZO,144.669,62.5633,5375.34
TT01,145.769,18.1244,5374.23
TNI,145.619,14.9992,5369.74
4AK5,144.48,62.99,5358.13
CXC,144.427,61.5828,5340.25
CRC,144.076,65.8278,5339.08
GRO,145.241,14.1744,5331.36
BTI,143.582,70.1339,5326.7
CIK,143.74,66.645,5309.63
UAM,144.93,13.5839,5299.53
DDT,143.921,62.7247,5293.91
GUM,144.797,13.4839,5285.25
TSG,143.336,63.3744,5234.86
L20,143.136,65.3114,5230.26
4AK3,143.326,61.3778,5216.6
9AK0,143.236,62.5122,5216.26
8AK9,143.023,63.3,5199.65
6K8,142.954,63.3294,5192.19
IBN,142.996,62.4019,5188.75
AK31,143.001,61.4111,5180.93
15Z,142.904,61.4369,5170.36
AK0,142.89,61.2186,5166.99
0AK5,142.733,61.3564,5150.83
MYK,142.687,61.3356,5145.5
3T4,142.518,63.125,5142.23
CYT,142.494,60.0819,5113.79
KGZ,142.381,61.455,5112.64
CKX,141.952,64.0714,5088.04
CZN,142.048,62.0711,5081.07
ORT,141.929,62.9614,5075.62
19AK,141.662,59.9689,5020.77
EAA,141.15,64.7781,5005.74
BYA,141.113,64.0783,4995.33
4Z5,141.181,62.0072,4984.6
YAK,139.66,59.5033,4795.45
A68,139.509,59.5517,4779.11
A70,139.233,59.4047,4747.37
A67,139.025,59.4144,4724.41
A69,138.504,59.2481,4665.37
A57,138.451,59.1992,4659.17
AK76,138.407,59.1261,4653.67
GST,135.708,58.4253,4349.4
HNS,135.524,59.2439,4335.61
SGY,135.316,59.46,4314.36
HNH,135.41,58.0961,4313.86
SIT,135.362,57.0472,4300.47
JNU,134.576,58.355,4223.7
AFE,133.91,56.9614,4139.19
7AK2,133.729,58.1344,4128.27
AKW,133.076,55.5792,4036.59
PSG,132.945,56.8017,4031.21
WRG,132.37,56.4844,3965.12
KTN,131.711,55.3542,3883.89
ANN,131.572,55.0425,3866.26
STX,64.8017,17.7016,3633.9
STT,64.9733,18.3373,3616.41
CPX,65.3044,18.3133,3579.58
VQS,65.4936,18.1348,3558.14
RVR,65.6433,18.2453,3541.79
X95,65.6619,18.308,3539.87
X63,65.8008,18.138,3524.04
PR07,65.8392,18.2019,3519.93
SJU,66.0019,18.4394,3502.43
X64,66.0194,17.9822,3499.39
SIG,66.0981,18.4568,3491.79
02PR,66.3669,18.4533,3461.93
PSE,66.5631,18.0083,3439.09
ABO,66.6756,18.4511,3427.65
PR20,66.7569,18.1802,3417.98
EPM,67.0128,44.91,3382.82
PR25,67.075,18.0125,3382.26
65B,67.0269,44.8367,3381.47
BQN,67.1294,18.4949,3377.36
ME88,67.0744,44.9917,3375.75
MAZ,67.1483,18.2557,3374.7
PR10,67.1456,18.013,3374.43
PR24,67.1708,17.9764,3371.54
ME2,67.2642,44.68,3355.58
ME06,67.3094,45.0278,3349.57
66B,67.3494,45.0333,3345.12
MVM,67.4786,44.7031,3331.73
05ME,67.5592,44.6569,3322.92
PNN,67.5644,45.2006,3320.78
HUL,67.7919,46.1231,3292.78
ME00,67.8475,46.7658,3284.59
ME16,67.8858,46.9506,3279.75
43B,67.9908,44.7264,3274.84
ME67,67.9658,47.1275,3270.31
17ME,67.9917,47.2025,3267.19
CAR,68.0178,46.8714,3265.38
PQI,68.0447,46.6889,3262.98
55ME,68.1383,44.3181,3259.6
BHB,68.3617,44.4497,3234.45
FVE,68.3128,47.2856,3231.33
ME5,68.4281,44.1653,3227.86
ME25,68.3919,47.1661,3222.95
ME05,68.4711,46.75,3215.51
LRG,68.5347,45.3622,3212.68
07B,68.5697,44.4481,3211.38
93B,68.6803,44.1733,3199.86
OLD,68.6744,44.9525,3198.37
MLT,68.6856,45.6478,3195.11
0B2,68.7678,44.7639,3188.53
ME55,68.8189,44.0736,3184.74
BGR,68.8281,44.8075,3181.72
ME41,68.8764,44.1525,3178.15
35ME,68.8933,43.8711,3177.02
57B,68.9106,44.3025,3173.96
ME74,68.9814,44.7494,3164.88
BST,69.0119,44.4094,3162.43
ME35,69.0072,44.9314,3161.51
ME03,69.0508,45.3361,3155.52
14ME,69.0703,44.7925,3154.9
RKD,69.0992,44.06,3153.68
ME14,69.1231,44.2306,3150.58
12ME,69.2072,44.3222,3141
ME68,69.2383,44.82,3136.19
1B0,69.2369,45.0042,3135.83
44B,69.2447,45.1775,3134.47
ME32,69.2586,45.0903,3133.18
ME94,69.2911,44.2167,3131.98
ME79,69.3467,45.3056,3122.79
2B7,69.3744,44.7686,3121.24
ME34,69.4286,44.1736,3116.84
ME47,69.4564,44.8544,3111.9
ME62,69.4731,44.8097,3110.17
18ME,69.4953,43.8936,3110.17
ME70,69.4792,45.0375,3108.86
3B1,69.5517,45.4631,3099.61
ME19,69.5222,46.6161,3099.42
ME20,69.6239,44.5992,3094.03
WVL,69.6756,44.5333,3088.47
IWI,69.7125,43.9614,3085.9
AUG,69.7972,44.3206,3075.56
ME60,69.8178,44.4683,3072.87
ME22,69.8067,45.6711,3070.73
13ME,69.8094,45.7764,3070.12
OWK,69.8664,44.7156,3066.81
08B,69.8872,44,3066.42
ME08,69.8689,45.0403,3065.64
04ME,69.8939,44.6667,3063.9
NHZ,69.9386,43.8922,3060.99
CQX,69.9894,41.6883,3060.58
ME36,69.9525,44.5092,3057.82
ACK,70.0603,41.2531,3053.64
ME33,70.0131,43.7786,3053.02
ME6,70.0189,44.1744,3051.35
ME69,70.0644,44.0689,3046.58
UIL,124.562,47.9367,3044.88
ME39,70.1325,44.2353,3038.59
ME75,70.1414,43.9539,3038.34
B10,70.1461,44.41,3036.62
PVC,70.2214,42.0719,3033.99
MA72,70.2606,41.2975,3031.31
15ME,70.2292,43.8153,3028.95
HYA,70.2803,41.6694,3028.33
ME92,70.2222,44.5167,3027.89
3B5,70.2328,44.1889,3027.58
B21,70.2164,45.0853,3026.97
MA55,70.2994,41.3347,3026.92
S18,124.396,47.9378,3026.42
LEW,70.2836,44.0483,3022.32
59B,70.2489,45.6328,3021.81
PWM,70.3092,43.6461,3020.51
11S,124.314,48.2661,3019.19
54ME,70.3203,43.9494,3018.5
5S6,124.517,42.8578,3015.67
2B1,70.4022,41.6853,3014.77
ME26,70.3631,43.6681,3014.47
08ME,70.3453,44.8142,3013.43
ME45,70.4322,43.4056,3007.46
3S2,70.4067,44.5142,3007.43
ME46,70.4467,43.4122,3005.83
24ME,70.4428,43.8222,3005.24
S05,124.408,43.0864,3004.42
4S1,124.425,42.4153,3003.67
ME44,70.4461,44.2889,3003.66
B19,70.4725,43.4642,3002.84
1B2,70.5244,41.3583,3001.89
FMH,70.5214,41.6586,3001.59
81B,70.4814,44.1575,3000.09
ME91,70.4956,43.675,2999.75
5B6,70.5403,41.5856,2999.65
S16,124.185,47.1247,2998.63
98ME,70.5189,43.5758,2997.42
MA44,70.5703,41.4417,2996.62
5WA8,124.146,47.0428,2993.89
W04,124.144,47.0036,2993.47
90ME,70.5456,44.5231,2992
MVY,70.6144,41.3931,2991.83
14S,124.101,46.8969,2988.14
OTH,124.247,43.4169,2987.93
BOK,124.29,42.0744,2987.38
71ME,70.6011,43.9669,2987.31
ME17,70.5881,44.6603,2986.92
43IG,124.073,46.8017,2984.57
03ME,70.6272,44.0842,2984.11
GHG,70.6722,42.0983,2983.89
1OR0,124.203,43.4831,2983.32
9S3,124.18,43.5831,2981.24
CEC,124.237,41.7803,2980.37
63B,70.6725,43.7631,2979.91
WN88,124.032,46.5192,2978.61
45OR,124.171,43.1547,2978.38
PYM,70.7289,41.9089,2978.02
8B0,70.6647,44.9919,2977.52
OR42,124.161,43.1025,2977.08
SFM,70.7081,43.3939,2976.88
6S2,124.111,43.9828,2975.32
11MA,70.7583,41.8072,2974.97
7W1,124.004,46.315,2974.4
R33,124.085,44.3844,2974.17
O33,124.212,40.7808,2974.13
ONP,124.058,44.5803,2972.03
3B4,70.7722,43.1431,2970.38
HQM,123.937,46.9711,2970.34
S45,124.029,44.8769,2970.16
MA63,70.7981,42.0739,2969.97
MA64,70.8153,42.0753,2968.06
28M,70.8381,42.025,2965.64
PSM,70.8233,43.0781,2964.86
6S6,124.059,42.8694,2964.86
FOT,124.133,40.5539,2964.56
7B3,70.8286,42.9625,2964.55
PFC,123.962,45.1997,2964.31
